"","tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"262","N162PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"263","N162UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"264","N163US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"265","N16541",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"266","N16546",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"267","N16559",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"268","N16561",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"269","N16571",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"270","N165US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"271","N166PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"272","N16701",1998,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"273","N16703",1998,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"274","N16709",1998,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"275","N16713",1998,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"276","N16732",1999,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"277","N167US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"278","N168AT",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,"NA","Turbo-fan"
"279","N16911",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"280","N16918",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"281","N16919",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"282","N16951",1998,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"283","N16954",1998,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"284","N16961",1999,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"285","N16963",1999,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"286","N16976",1999,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"287","N16981",1999,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"288","N16987",2000,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"289","N16999",2000,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"290","N169AT",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,"NA","Turbo-fan"
"291","N169DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"292","N169UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"293","N170PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"294","N170US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"295","N17104",1994,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"296","N17105",1994,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"297","N17108",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"298","N17115",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"299","N17122",1997,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"300","N17126",1998,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"301","N17128",1998,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"302","N17133",1998,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"303","N17138",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"304","N17139",2000,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"305","N17146",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"306","N17159",2004,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"307","N17169",2004,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"308","N17185",2005,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"309","N17196",2005,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"310","N171DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"311","N171DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"312","N171US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"313","N17229",1999,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"314","N17233",1999,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"315","N17244",1999,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"316","N17245",1999,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"317","N172DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"318","N172DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"319","N172US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"320","N173AT",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,"NA","Turbo-fan"
"321","N173DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"322","N173US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"323","N174AT",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,"NA","Turbo-fan"
"324","N174DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"325","N174DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"326","N17560",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"327","N175AT",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,"NA","Turbo-fan"
"328","N175DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"329","N175DZ",1999,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"330","N176AT",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,"NA","Turbo-fan"
"331","N176DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"332","N176DZ",1999,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"333","N176PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"334","N176UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"335","N17719",1999,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"336","N17730",1999,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"337","N177DN",1991,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"338","N177DZ",1999,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"339","N178DN",1991,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"340","N178DZ",2000,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"341","N178JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"342","N178US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"343","N17984",2000,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"344","N179DN",1991,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"345","N179JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"346","N179UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"347","N180DN",1992,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"348","N180US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"349","N18101",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"350","N18102",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"351","N18112",1995,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"352","N18114",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"353","N18119",1997,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"354","N18120",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"355","N181DN",1992,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"356","N181PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"357","N18220",1998,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"358","N18223",1998,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"359","N18243",1999,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"360","N182DN",1992,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"361","N182UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"362","N183DN",1993,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"363","N183JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"364","N183UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"365","N184AT",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,"NA","Turbo-fan"
"366","N184DN",1993,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"367","N184JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"368","N184US",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"369","N18556",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"370","N185DN",1995,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"371","N185UW",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"372","N186DN",1995,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"373","N186PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"374","N186US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"375","N187DN",1996,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"376","N187JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"377","N187PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"378","N187US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"379","N188DN",1996,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"380","N188US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"381","N189DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"382","N189UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"383","N190DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"384","N190JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"385","N190UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"386","N19117",1996,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"387","N19130",1998,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"388","N19136",1999,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"389","N19141",2000,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"390","N191DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"391","N191UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"392","N192DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"393","N192JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"394","N192UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,"NA","Turbo-jet"
"395","N193DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"396","N193JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"397","N193UW",2008,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"398","N194DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"399","N19554",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"400","N195DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"401","N195PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"402","N195UW",2008,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"403","N196DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"404","N196UW",2009,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"405","N197DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"406","N197JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"407","N197PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"408","N197UW",2009,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"409","N198DN",1998,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"410","N198JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"411","N198UW",2013,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"412","N19966",1999,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"413","N199DN",1998,"Fixed wing multi engine","BOEING","767-332",2,330,"NA","Turbo-fan"
"414","N199UW",2013,"Fixed wing multi engine","AIRBUS","A321-211",2,199,"NA","Turbo-fan"
"415","N200PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"416","N200WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"417","N201AA",1959,"Fixed wing single engine","CESSNA","150",1,2,"90","Reciprocating"
"418","N201FR",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"419","N201LV",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"420","N202AA",1980,"Fixed wing multi engine","CESSNA","421C",2,8,"90","Reciprocating"
"421","N202FR",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"422","N202WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"423","N203FR",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-214",2,182,"NA","Turbo-fan"
"424","N203JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"425","N203WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"426","N204FR",2004,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"427","N204WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"428","N205FR",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"429","N205WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"430","N206FR",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"431","N206JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"432","N206UA",1999,"Fixed wing multi engine","BOEING","777-222",2,400,"NA","Turbo-fan"
"433","N206WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"434","N207FR",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"435","N207WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"436","N208FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"437","N208WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"438","N20904",2012,"Fixed wing multi engine","BOEING","787-8",2,260,"NA","Turbo-fan"
"439","N209FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"440","N209WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"441","N210FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"442","N210WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"443","N21108",1994,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"444","N21129",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"445","N21130",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"446","N21144",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"447","N21154",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"448","N21197",2006,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"449","N211FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"450","N211WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"451","N212WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"452","N213FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"453","N213WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"454","N214FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"455","N214WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"456","N21537",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"457","N215WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"458","N216FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"459","N216JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"460","N216WR",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"461","N21723",1999,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"462","N217JC",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"463","N218FR",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-214",2,182,"NA","Turbo-fan"
"464","N218WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"465","N219WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"466","N220WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"467","N221FR",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"468","N221WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"469","N222WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"470","N223WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"471","N224WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"472","N225WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"473","N226WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"474","N227WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"475","N228JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"476","N228PQ",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"477","N228UA",2002,"Fixed wing multi engine","BOEING","777-222",2,400,"NA","Turbo-fan"
"478","N228WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"479","N22909",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"480","N22971",1999,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"481","N229JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"482","N229WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"483","N230WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"484","N23139",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,"NA","Turbo-fan"
"485","N231JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"486","N231WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"487","N232PQ",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"488","N232WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"489","N233LV",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"490","N234WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"491","N235WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"492","N236JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"493","N236WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"494","N23707",1998,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"495","N23708",1998,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"496","N23721",1999,"Fixed wing multi engine","BOEING","737-724",2,149,"NA","Turbo-jet"
"497","N237WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
